Customer ID,Name,Address,Engagement Score,Satisfaction Level,Role within Service,Action Intent,Has Bought,Date
7109,Nicole Lopez,"08303 Alexander Fall Apt. 944, Jameschester, DC 18373",308.0453475,99.40424144,today,father,FALSE,"6,3,2015"
5735,Jose Vazquez,"19308 Michelle Locks, Tracyhaven, OK 57971",,62.75773832,wonder,difference,FALSE,"2,8,2014"
6759,Amanda Vega,"501 Shawn Fort Suite 043, North Davidside, NY 44930",351.5914836,33.35692079,here,throw,TRUE,"21,6,2011"
2687,Jennifer Smith,"07959 Key Wells, East Kimberlyberg, VA 66434",670.6379144,93.93339325,teacher,improve,,"9,7,2016"
9513,Dana Mcdonald,"USNV Thomas, FPO AE 39526",758.935453,81.35429572,coach,appear,FALSE,"20,9,2017"
8666,Kyle Thompson,"2436 Velazquez Points Apt. 434, East Doris, MT 79046",249.4128467,72.80019014,set,help,FALSE,"4,5,2012"
9720,Gerald Martinez,"Unit 3286 Box 4726, DPO AA 77628",716.9802974,36.20457678,hear,development,,"8,10,2015"
9315,Jason Harrison,"992 Rosales Terrace, Mirandaborough, NV 33616",591.882315,84.29673627,next,similar,TRUE,"19,7,2012"
7043,Eric Smith,"8945 Robinson Ridges Suite 134, Nortonfurt, MO 99864",688.994522,51.39996437,throughout,development,FALSE,"22,1,2020"
3721,Stephen Ochoa,"036 Micheal Forge Apt. 431, Timothybury, VT 39676",134.0626759,41.86376318,why,law,FALSE,"17,2,2022"
3731,Olivia Fox,"68162 Berger Lane, Turnerborough, KY 80968",233.3533291,23.03222454,,fact,TRUE,"26,1,2020"
3373,Amanda Ortiz,"1750 Scott Turnpike Apt. 509, West Tyler, MN 96248",982.8415044,22.92089975,improve,our,FALSE,"24,3,2020"
2992,Jeffrey Harding,"581 Woodward Place Suite 085, Bradleyview, PA 78196",334.6585473,99.39957872,affect,seat,TRUE,"20,3,2018"
9393,Kevin Dean,"4104 Sean Harbor, West Dominiquefort, OK 84526",352.0424019,55.02555524,thought,their,FALSE,"13,8,2018"
5257,Eric Vargas,"362 Simpson Forge, Barberchester, PA 82626",991.8787219,70.25055903,discussion,for,TRUE,"5,6,2015"
1526,Breanna Baker,"55570 Kim Club Apt. 050, Sloanport, IN 53678",634.86757,99.54277451,nice,star,TRUE,"18,6,2020"
8378,Walter Taylor DDS,"56368 Barnes Green Apt. 035, Taylortown, MT 84217",417.9835009,78.50280518,federal,thought,TRUE,"12,2,2016"
2648,Elizabeth Martin,"814 Rebecca Run Suite 820, East Joseph, MD 80586",111.6573469,48.98733199,table,call,TRUE,"20,8,2011"
3930,Derrick Mooney,"5482 Amy Ridges Apt. 310, Jenniferfort, IN 31873",605.1094183,23.34083674,make,him,FALSE,"15,8,2011"
3260,David Crane,"57568 Dixon Drive, New Keithview, IA 36388",590.959628,89.95333643,stand,popular,FALSE,"24,9,2021"
1259,Kaitlin Bradley,"086 Hudson Dam, Andersontown, WA 72245",737.7929717,13.76439518,place,third,FALSE,"15,5,2010"
9501,Harry Brown,"758 Gross Skyway, Morrisontown, VA 15242",643.1357765,49.00475836,approach,serve,TRUE,"17,4,2021"
9520,Laura Vasquez,"2198 Gardner Falls, Marieberg, ME 63814",311.0299608,98.73161075,on,nor,FALSE,"7,3,2013"
2371,Mark Alvarez,"9140 White Points Apt. 825, East Jacqueline, MS 27469",841.5264789,90.2622057,keep,power,FALSE,"25,8,2016"
8341,Theresa Smith,"7468 Justin Ports, North Kenneth, NE 55038",757.1861193,20.7349412,house,serve,FALSE,"24,4,2016"
4337,Michael Serrano,"2198 Santos Camp Apt. 862, West Teresafurt, NH 18884",380.1402629,92.46948541,measure,glass,FALSE,"13,6,2019"
8610,Jennifer Mahoney,"PSC 7044, Box 4505, APO AA 08289",928.4201763,99.19317569,foot,lead,TRUE,"7,8,2021"
4290,Christy York,"75407 Robinson Vista, Cherylport, VT 34427",687.9427594,,stock,population,TRUE,"7,5,2018"
9645,Margaret Lambert,"2381 Lee Islands Suite 114, West Bruceview, WA 78955",558.4721864,40.0419499,recent,third,TRUE,"3,2,2020"
1343,Charlene Warren,"243 Petersen Light Apt. 573, Lake Charlestown, VA 31319",378.752663,44.7301751,eat,public,FALSE,"8,12,2019"
3445,Victor Mathews,"462 Angela Knolls Suite 607, Martinezmouth, MS 60483",130.6582984,22.40856234,identify,paper,FALSE,"15,9,2017"
8995,Ricardo Mendez,"74737 Gonzalez Spur, Kevinport, VA 72779",799.0022251,96.81887284,approach,treatment,FALSE,"26,12,2021"
4396,Kelly Mccall,"293 Jonathan Landing, Port Whitneychester, AR 25934",979.1383279,45.69919314,total,probably,FALSE,"5,5,2014"
7412,Nicole Barry,"754 Wright Vista Suite 052, Lisaton, ME 78947",491.4991978,44.10238353,physical,above,FALSE,"13,4,2019"
7145,Angela Chase,"836 Wiley Common Apt. 503, Guzmanville, OR 15006",329.9883136,58.81916279,middle,skill,TRUE,"5,2,2017"
6044,Rita Nguyen,"USNS West, FPO AA 78393",825.5456189,84.88601874,physical,man,,"18,8,2012"
6828,Gregory Skinner,"512 Angela Ports, Ruizton, WI 75879",,86.93237942,stock,green,FALSE,"12,4,2016"
3261,Joe Daniel,"10083 Charles Island, Terryberg, WY 27626",262.5531699,76.57512566,reveal,around,TRUE,"22,8,2015"
3364,Frank Jones,"16940 Chavez Summit, Nathanielmouth, VA 10692",101.531801,61.18573758,standard,few,TRUE,"15,2,2013"
2621,Cesar Peters,"2531 Mosley Mews, Lewisfurt, IN 34625",456.0720654,87.76160899,doctor,community,FALSE,"22,9,2016"
8299,Alexis Morgan,"82385 Pierce Club, Corybury, WA 49590",604.3426861,36.72754226,rest,wife,FALSE,"26,1,2018"
9690,Jamie Doyle,"94573 Montgomery View, Lewisburgh, NC 83649",141.5238071,74.17320821,defense,hit,FALSE,"12,11,2022"
3903,Mark Hicks,"94547 Michael Neck Suite 999, West Heather, MS 60970",725.5316512,40.3337016,hair,development,FALSE,"1,2,2016"
2154,Ashley Norris DDS,"133 Scott Throughway Apt. 462, South Kimberly, IL 95138",179.1427733,21.3606667,money,manager,FALSE,"19,1,2022"
8406,Cameron Evans,"16591 Bender Grove, Bryanchester, NC 19311",707.8588623,64.47306852,book,nation,FALSE,"25,4,2018"
7116,Richard Evans,"Unit 5825 Box 9120, DPO AE 25946",943.648526,29.72993626,American,member,FALSE,"10,11,2020"
5764,Ashley Stone,"100 Kimberly Junction Suite 299, Port Nathaniel, SC 77866",131.8329917,97.49554227,major,stay,FALSE,"20,10,2019"
9337,Monique Edwards,"USCGC Soto, FPO AP 14667",452.6557228,55.60294576,kid,follow,FALSE,"25,2,2011"
1561,Steven Moore,"326 Martinez Mountains Suite 682, Taylorton, NJ 17720",412.6712106,93.32188587,,idea,FALSE,"20,8,2014"
9502,Terry Ferguson,"9157 Sherry Mountains Suite 690, Mirandaland, NC 45549",913.7261702,41.26098591,laugh,occur,,"17,10,2022"
7855,Andrew Mooney,"7208 Edward Expressway Apt. 678, Allenchester, IN 57227",452.6844975,81.39439552,under,piece,FALSE,"26,5,2014"
4411,Christopher Ramos,"04376 Summers Spurs Apt. 924, Lisastad, UT 60786",791.6373883,11.6639476,cell,gas,TRUE,"14,10,2019"
4192,Lindsey Davila,"4784 Thompson Path, Harveyshire, MN 46382",548.225962,15.19848193,drive,receive,TRUE,"15,2,2018"
2882,Kimberly Nunez,"6251 Kaitlin Loop, East Judyland, WV 22016",295.4601799,48.67939055,exactly,situation,TRUE,"26,7,2013"
1338,Charles Davenport,"69928 Brown Estates, South Dianeborough, MN 24398",831.4532901,51.64951733,bad,game,FALSE,"15,9,2016"
1125,Angela Moran,"580 Cathy View Suite 538, New Amandaberg, SD 02262",202.1237921,74.75330812,capital,see,FALSE,"12,1,2016"
5039,Cassandra Stevens,"67560 Ford Mill Apt. 977, West Nicholasbury, NJ 99458",758.0657614,46.84409923,tax,one,TRUE,"16,10,2021"
2192,Jessica Sutton,"4658 Jessica Knolls, Stephenshire, MA 01192",905.0839235,97.43186767,group,former,FALSE,"19,9,2021"
9705,Stephen Hudson,"Unit 1569 Box 1795, DPO AE 86351",276.1581699,90.34674956,fear,in,TRUE,"3,2,2021"
6138,Mario Green,"8151 Gloria Coves Apt. 653, New Jane, AK 07702",343.0204206,48.70222649,also,suggest,FALSE,"19,2,2010"
9467,Samantha Lopez,"007 Joshua Trail Suite 420, Taylorside, UT 72409",561.9273736,20.21198751,agree,base,TRUE,"26,7,2012"
1015,Daniel Sullivan,"USS Bell, FPO AA 21530",939.5005091,66.74050938,relate,court,FALSE,"9,3,2012"
6131,Robin Austin,"32516 Courtney Ferry Suite 471, Johnsonbury, PA 13267",470.7624006,10.59898187,air,black,,"6,1,2021"
2906,Theresa Thompson,"74883 Debra Mall Suite 868, North Tabitha, OK 02829",562.1257548,49.21302193,hour,represent,TRUE,"6,9,2014"
6700,Robert Peterson,"4971 Megan Extension, Robertbury, IN 83912",156.3246796,49.96945458,Mr,along,FALSE,"16,2,2019"
3953,Francis Scott,"495 William Loop, Port Tinaland, AL 85413",346.0217885,37.71641615,scene,us,FALSE,"9,7,2014"
2667,Benjamin Escobar,"389 Harmon Pine Apt. 518, Port Robert, TX 31387",822.8305309,67.76823724,such,forget,,"19,11,2011"
3677,Jason Meyers,"Unit 6378 Box 4316, DPO AP 01997",114.1464114,16.63886278,program,imagine,TRUE,"4,1,2020"
6499,Scott Jones,"184 West Place, Port Jeffrey, NH 91525",121.3325015,,authority,dog,FALSE,"18,9,2010"
3429,Matthew Jones,"55256 Ramos Parkways Suite 581, Bettyside, OR 69345",100.49353,46.83633431,glass,fine,FALSE,"11,6,2010"
4820,Christine Lopez,"PSC 0763, Box 0805, APO AA 06889",297.6830093,,fall,early,,"3,1,2018"
3131,Nicole Garcia,"2840 Wilkins Summit, Mayerside, TN 72973",301.1671671,89.64032023,sit,fall,FALSE,"6,2,2017"
5978,Patrick Whitney Jr.,"389 Palmer Valley, Victoriaville, IA 22905",247.3145645,53.23777506,speak,continue,TRUE,"22,6,2021"
8547,Christopher Lindsey,"8829 William Haven, Lake Nicholeview, RI 51320",634.5620905,92.19627476,base,study,FALSE,"21,8,2012"
1068,Joann Sherman,"109 Samuel Hollow, South Geoffreystad, AR 97710",122.7764403,64.00463104,fall,investment,TRUE,"12,6,2011"
9591,Deborah Sullivan,"296 John Spring, Garyview, NH 84323",386.3078777,21.45268217,take,choose,FALSE,"2,5,2012"
6808,Leslie Anderson,"955 Lacey Islands Apt. 527, Lake Destiny, TN 79085",992.3472679,15.71346705,beyond,affect,FALSE,"1,5,2010"
7233,Sydney Jones,"692 Wade Port, West Jonland, UT 82285",288.0305016,21.21995518,set,phone,FALSE,"25,11,2012"
8812,Michele Perez,"75058 Michael Plain, South Richardport, VT 67206",601.1907766,48.02539766,worry,body,FALSE,"10,9,2020"
7147,Traci Kelley,"2830 Johnston Overpass, Proctorborough, NV 56196",585.0311908,,matter,seat,FALSE,"23,4,2010"
9446,Robert Rojas,"32078 Henderson Burg Suite 108, Jonesmouth, ME 45545",840.77197,33.47216946,interview,national,FALSE,"14,2,2016"
6048,Jennifer Johnson,"434 Rachel Port Suite 654, South Terri, NJ 73003",509.0405502,64.58795923,yeah,size,FALSE,"21,3,2019"
3229,Hannah Walker,"899 Marcus Roads Suite 134, North Toddville, NC 72376",648.2836876,97.36875432,your,take,FALSE,"13,12,2010"
8470,Matthew Lara,"862 Curtis Creek Suite 479, East Jorge, MA 98428",160.5930677,96.70030713,bank,computer,TRUE,"14,8,2016"
2369,Jacob Smith,"15197 Barbara Lodge, New Charles, NH 48633",480.7111497,70.33164651,go,mention,TRUE,"8,3,2019"
5234,Nichole Johnson,"193 Hall Groves Apt. 976, East Christopherberg, AL 77334",744.2687665,29.91459223,send,my,TRUE,"3,12,2019"
5345,Heather Delgado,"18887 Silva Cliffs, Jessicabury, NE 11112",730.9110431,24.70933256,we,develop,FALSE,"27,2,2022"
7917,David English,"64945 Pamela Knolls Suite 105, Burnston, ND 13609",138.0390233,27.90097825,positive,suddenly,TRUE,"18,10,2021"
5911,Mrs. Sharon Walker,"974 Rogers Flat Suite 082, Hannaside, UT 12888",911.2272274,92.92626271,,across,FALSE,"4,5,2018"
1633,Michael Green,"8353 Valenzuela Point, Port Matthew, AL 28013",303.5524248,67.07708912,rich,have,TRUE,"22,10,2018"
1591,John Williams,"40661 Barnett Rest Apt. 641, North Patricia, MD 40100",421.7055426,60.37137858,look,society,TRUE,"27,11,2016"
4389,Jimmy Lewis,"2341 Smith Squares Apt. 560, Perezberg, IA 72107",355.7044951,24.12706048,or,management,,"15,9,2021"
6645,Diane Hopkins,"23882 Alyssa Flat, North Amanda, NV 78597",273.2981211,85.52153671,easy,since,FALSE,"12,10,2014"
6721,Matthew Duarte,"6671 Paige Fork Apt. 919, Orozcoborough, WY 13050",,88.06079468,meeting,significant,FALSE,"18,6,2021"
3622,Christopher Davis,"56927 Johnson Port, Port Jeffrey, AR 56243",274.9173039,69.54770892,discuss,collection,FALSE,"12,3,2013"
2127,Jonathan Lucas,"161 Blair Stravenue, East Beth, CA 78870",,60.9043691,our,science,,"24,11,2018"
2588,Margaret Solis,"785 Bennett Parks, Richardsonland, HI 25324",649.4941675,24.23985452,economy,girl,TRUE,"24,4,2012"
8642,Dr. Anthony Chambers,"2761 Evan Mountain Apt. 555, West Ryanshire, OH 48247",491.5064606,,keep,effort,TRUE,"16,11,2021"
7543,Chad Ward,"4631 William Dale, Elizabethport, RI 25482",555.9830065,21.01569408,seem,detail,,"1,3,2012"
8628,Pam Allen,"096 David Cliffs, West Sandra, DC 31236",594.4748197,13.73646212,,community,TRUE,"25,2,2017"
7976,Alison Collins,"1246 Samuel Plaza Suite 870, West Steven, ND 23484",599.1149492,16.05696671,understand,every,TRUE,"18,11,2011"
2235,Christine Torres,"840 Munoz Fords Suite 600, Jackfurt, AZ 33490",554.2656527,87.3257147,point,us,TRUE,"14,12,2014"
7172,Sarah Gordon,"4355 Lindsay Radial Apt. 233, North Jennifer, AL 81754",995.9910518,90.28443472,drug,machine,TRUE,"15,2,2014"
4170,Robert Allison,"1384 Brenda Well, South Dominiquemouth, MI 32149",994.6762614,13.27206888,either,thing,TRUE,"5,2,2015"
1652,Jeffrey Smith,"5540 Janet Place Apt. 470, West Robert, WI 23757",311.9925387,43.84036684,dog,the,TRUE,"12,3,2017"
8982,Raymond Johnson,"0382 Maxwell Mountains Suite 438, Garrisonfurt, MI 80203",840.8662985,30.36824554,represent,plan,TRUE,"2,5,2021"
4204,Tiffany Jones,"9290 Ryan Tunnel Suite 522, South Heatherchester, TN 63583",523.8882741,33.98595661,cut,life,FALSE,"17,1,2022"
3348,Crystal Garcia,"Unit 2056 Box 6922, DPO AE 52035",147.5016514,41.63276251,simply,try,TRUE,"17,7,2021"
4966,Gary Roberts,"6539 Watts Course, West Kimberly, IL 43388",793.0604247,85.01890627,on,agree,FALSE,"14,3,2015"
2734,Jennifer Perkins PhD,"989 Robert Walks Apt. 704, New Lindsay, AZ 82676",969.2988237,81.83326854,recently,daughter,TRUE,"3,1,2015"
1596,Julia Mcintosh,"144 Coffey Rest Suite 244, Jonesside, WI 53065",342.6735738,78.57398304,fire,from,FALSE,"10,7,2013"
5031,Natasha Sanders,"673 Tyler Mission, Connieborough, KS 59436",673.0144336,23.21482534,tree,must,FALSE,"20,6,2015"
6947,Cheryl Clark,"1849 Scott Hill, Jeffreytown, IA 55604",857.1967733,69.05109254,push,include,TRUE,"23,8,2016"
3020,Michael Wall,"7502 Taylor Stream Apt. 855, East Michaelland, WA 84494",178.3825329,36.65801413,wall,clearly,FALSE,"7,8,2020"
9357,Jordan Garcia MD,"6754 Bowers Falls Apt. 204, Stewartfort, KS 83874",273.1544424,14.85398996,work,song,TRUE,"21,8,2010"
4078,Stephen Odonnell,"49927 Brian Flat Suite 916, West Jessicaberg, HI 81160",129.3615102,61.44545598,life,others,FALSE,"5,4,2010"
6525,Mr. David Duncan,"4034 Jessica Course Apt. 304, Lake Johnmouth, ME 35835",546.6997769,39.76163695,member,study,TRUE,"11,11,2012"
2036,Kevin Watson,"USS Brown, FPO AA 69586",,94.67409163,discussion,be,FALSE,"19,10,2022"
4163,Jacob Woods,"023 Scott Stream, Travisstad, SD 96220",283.4782489,38.13405447,campaign,here,TRUE,"19,12,2019"
2644,Brian Gates,"9636 Harding Ford, Ryanton, AR 03109",212.2544905,96.66308596,food,performance,TRUE,"20,5,2018"
2694,Robert Mcclain,"9339 Dorsey Keys Suite 519, West Michaelberg, WV 91596",159.028147,14.93692454,TRUE,anyone,TRUE,"13,6,2013"
5866,Maria Davis,"PSC 8493, Box 2339, APO AE 97371",118.2101638,67.97866015,,agent,FALSE,"11,2,2011"
9727,Amber Kelley,"Unit 4183 Box 0028, DPO AA 90250",736.5103451,80.72322406,perform,discuss,FALSE,"4,1,2011"
6786,Isabella Nelson,"37169 Carroll Forks, Popebury, KY 48074",205.6367207,54.8170116,from,far,FALSE,"14,5,2014"
5669,Jill Hartman,"50772 Price Branch Apt. 453, Trujilloborough, NV 64660",778.6303928,97.73609342,per,song,TRUE,"15,2,2022"
8126,Leslie Myers,"551 Robert Turnpike, New Melvin, MD 06022",910.8087207,49.59170888,situation,line,FALSE,"11,1,2013"
7005,Katrina Spencer,"91804 Gregory Gateway Suite 383, Benjaminhaven, NV 08276",416.4241819,15.94102995,brother,law,TRUE,"11,10,2018"
2988,Travis Moore,"2540 Fernandez Fall, East Angela, RI 39798",,72.439063,result,you,TRUE,"24,2,2013"
4349,Travis Cortez,"59396 Young Rest, South Stephentown, MI 39684",131.9768969,93.38246238,business,key,FALSE,"17,11,2021"
2160,Jasmine Lam,"Unit 1117 Box 7932, DPO AP 17541",105.3713461,19.19319421,thank,situation,,"20,8,2014"
6349,Clayton Ferrell,"857 Benton Plaza, North Gary, ME 06568",778.7011241,96.92649781,explain,teacher,FALSE,"27,11,2016"
2824,Michael Russo,"8658 Andrew Locks, Jonesfort, ND 19579",676.2629184,96.98533795,boy,appear,FALSE,"27,12,2019"
8542,Valerie Weaver,"6315 Morgan Harbor, East Gracechester, AZ 05958",763.703534,36.48026668,herself,name,TRUE,"21,6,2010"
4494,Kara Obrien,"81744 Amanda Well, Louishaven, PA 71832",601.9648083,60.38615944,on,item,FALSE,"27,9,2011"
7567,Monica Lam,"198 Meyer Glen Suite 670, West Kimberly, RI 72428",820.2991165,33.66477964,relationship,instead,TRUE,"16,3,2015"
7816,Elizabeth Brooks,"4178 Dunn Mountain Suite 638, Higginschester, AL 28727",178.5603481,95.82051951,happy,wrong,TRUE,"4,8,2012"
6454,Brittany Ferguson,"3724 Blanchard Prairie Apt. 576, West Alicia, AR 68421",739.1372997,22.72731074,machine,condition,TRUE,"1,7,2020"
6048,Jennifer Perez,"62024 Murray Forge, East Tanyatown, ID 09326",730.024094,98.83492579,theory,scene,TRUE,"15,8,2016"
5989,Thomas Ford,"9149 Love Forest, New Nicoleton, OK 44474",322.6903901,62.46302016,information,term,TRUE,"15,10,2012"
3776,Cindy Edwards,"550 Connie Rue Apt. 438, Danielmouth, TX 33678",973.4439906,56.64169166,member,raise,,"19,4,2021"
4094,Natalie Cruz,"33340 Brooke Turnpike, Josephbury, MS 96432",,56.72185242,including,personal,FALSE,"24,10,2019"
4406,Jennifer Hurley,"73224 Mcconnell Ferry, Annahaven, GA 07293",671.9919303,69.51311933,add,western,FALSE,"11,8,2015"
6458,Hailey Johnson,"3578 Kristina Fords Suite 083, Burgessshire, MS 60511",819.6344495,93.14516663,election,better,FALSE,"9,1,2022"
2108,Michael Hawkins,"34518 Harris Course Apt. 001, Lauraborough, MD 49150",942.4915177,23.97175934,similar,here,TRUE,"15,10,2020"
6121,Abigail Grant,"80344 Joseph Skyway Apt. 998, Lake Michaelburgh, CT 93351",507.1957082,21.1537133,around,far,FALSE,"26,7,2017"
